0,5022158572541778
0,5022850167983542
0,5023581436754609
0,5024349041941489
0,5025149097557071
0,5025977226015452
0,502682863389793
0,5027698203672235
0,5028580597933737
0,5029470371840934
0,5030362088816538
0,5031250434349455
0,5032130322891003
0,5032996993374206
0,5033846089738135
0,5034673723916047
0,5035476519932958
0,503625163893851
0,503699678607029
0,503771020092127
0,5038390634023858
0,5039037312145517
0,5039649895328862
0,5040228428536031
0,5040773290519677
0,5041285142193039
0,5041764876359462
0,5042213570230898
0,5042632441749979
0,5043022810355162
0,5043386062507856
0,5043723622040728
0,5044036925187502
0,5044327400012079
0,5044596449861515
0,5044845440415137
0,5045075689881927
0,5045288461902456
0,50454849607329
0,5045666328321022
0,5045833642922776
0,5045987918949641
0,5046130107778364
0,5046261099294516
0,5046381723978177
0,5046492755373213
0,5046594912811043
0,5046688864285228
0,5046775229395027
0,5046854582294356
0,5046927454597882
0,5046994338208483
0,5047055688040493
0,5047111924621306
0,5047163436560352
0,5047210582879543
0,5047253695203104
0,5047293079807706
0,5047329019535898
0,5047361775577432
0,5047391589124136
0,5047418682904617
0,5047443262605518
0,5047465518186187
0,5047485625093623
0,5047503745384405
0,5047520028760142
0,5047534613522672
0,5047547627454932
0,5047559188633108
0,5047569406175273
0,5047578380931471
0,504758620611976
0,5047592967912489
0,5047598745976702
0,5047603613972336
0,5047607640011519
0,504761088708209
0,5047613413438177
0,5047615272960428
0,5047616515488345
0,5047617187126889
0,5047617330529429
0,5047616985158886
0,5047616187528792
0,5047614971425857
0,5047613368115476
0,5047611406531534
0,5047609113451713
0,5047606513659465
0,5047603630093636
0,5047600483986754
0,5047597094992813
0,5047593481305404
0,5047589659766893
0,5047585645969379
0,5047581454348017
0,5047577098267334
0,5047572590101037
0,5047567941305842
0,5047563162489731
0,5047558263475134
0,5047553253357335
0,5047548140558534
0,5047542932877858
0,5047537637537626
0,5047532261226177
0,504752681013749
0,5047521290007845
0,5047515706149768
0,504751006348343
0,5047504366565725
0,5047498619617171
0,504749282654682
0,5047486990975311
0,5047481116256209
0,5047475205495775
0,504746926157124
0,5047463287147749
0,5047457284694037
0,5047451256496942
0,5047445204674844
0,5047439131190115
0,5047433037860628
0,5047426926370439
0,5047420798279654
0,5047414655033586
